id,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language,match
20862,20862,48,612,Drums of Autumn,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,01 Dec 1997,1070,Bantam Doubleday Dell Publishing Group Inc,English,Drums of Autumn,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,880,Delta,English,1
20871,20871,329,612,Drums of Autumn,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,07 Aug 2001,880,Bantam Doubleday Dell Publishing Group Inc,English,Drums of Autumn,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,880,Delta,English,1
20886,20886,1637,612,Drums of Autumn,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,01 Jan 1997,880,Bantam Doubleday Dell Publishing Group Inc,English,Drums of Autumn,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,880,Delta,English,1
20942,20942,646,617,Gabriel's Inferno,Sylvain Reynard,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Nov 2012,560,Penguin Books Ltd,English,Gabriel's Redemption,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult;New Adult,December 3rd 2013,477,Berkley Trade,English,0
20946,20946,1239,617,Gabriel's Rapture,Sylvain Reynard,Adult & Contemporary Romance:Adult & Contemporary Romance,23 Nov 2012,432,Penguin Books Ltd,English,Gabriel's Redemption,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult;New Adult,December 3rd 2013,477,Berkley Trade,English,0
20986,20986,2673,618,Hidden Star,Nora Roberts,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Dec 2016,320,HarperCollins Publishers,English,Hidden Riches,Nora Roberts,Romance;Romance;Romantic Suspense;Romance;Contemporary Romance;Contemporary;Fiction;Mystery,July 6th 2004,392,Berkley,English,0
21161,21161,2099,622,A Rake's Vow : Number 2 in series,Stephanie Laurens,Historical Romance:Historical Romance,08 Feb 2007,400,Little Brown Book Group,English,A Rake's Vow,Stephanie Laurens,Romance;Historical Romance;Historical;Romance;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,October 1st 1998,374,Avon,English,1
21291,21291,2182,624,Wicked Intentions : Number 1 in series,Elizabeth Hoyt,Historical Romance:Historical Romance,02 Dec 2010,400,Little Brown Book Group,English,Wicked Intentions,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,August 1st 2010,382,Grand Central Publishing,English,1
21339,21339,3380,624,Wicked Intentions,Elizabeth Hoyt,Erotic Fiction:Myth & Legend Told As Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Historical Fiction,14 Oct 2014,388,Little Brown & Company,English,Wicked Intentions,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,August 1st 2010,382,Grand Central Publishing,English,1
21679,21679,3476,636,Fueled,K. Bromberg,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Sep 2016,352,Diversion Books,English,Fueled,K. Bromberg,Romance;Romance;Contemporary Romance;Adult Fiction;Erotica;Sports and Games;Sports,August 27th 2013,356,JKB Publishing,,1
21682,21682,1103,637,Possession : A Romance,A. S. Byatt,Contemporary Fiction:Romance:Romance Books,01 Jul 2011,624,Vintage Publishing,English,Possession,A.S. Byatt,Fiction;Historical;Historical Fiction;Romance;Mystery;Classics;Literature,October 1st 1991,555,Vintage,English,1
21733,21733,212,640,The Darkest Secret,Gena Showalter,Romance:Romance Books,29 Mar 2011,416,HarperCollins Publishers,English,The Darkest Kiss,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Demons,June 1st 2008,368,HQN Books,English,0
21989,21989,117,650,Something Blue,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Apr 2011,374,St Martin's Press,English,Something Borrowed,Emily Giffin,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary,June 1st 2004,322,St. Martin's Press,English,0
21992,21992,2432,650,Something Borrowed,Emily Giffin,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Apr 2005,341,St Martin's Press,English,Something Borrowed,Emily Giffin,Womens Fiction;Chick Lit;Romance;Fiction;Contemporary,June 1st 2004,322,St. Martin's Press,English,1
22105,22105,1108,658,Shades of Midnight : A Midnight Breed Novel,Lara Adrian,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,14 Jan 2010,383,Dell Books,English,Ashes of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,May 26th 2009,368,Dell,English,0
22108,22108,1091,658,Midnight Awakening,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,17 Feb 2009,369,Random House USA Inc,English,Ashes of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,May 26th 2009,368,Dell,English,0
22109,22109,1096,658,Midnight Rising,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,12 Feb 2009,356,Random House USA Inc,English,Ashes of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,May 26th 2009,368,Dell,English,0
22110,22110,1106,658,Ashes of Midnight,Lara Adrian,Fiction Books:Fantasy:Fantasy Books:Romance:Romance Books,07 Dec 2010,353,Random House USA Inc,English,Ashes of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,May 26th 2009,368,Dell,English,1
22154,22154,1108,661,Shades of Midnight : A Midnight Breed Novel,Lara Adrian,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,14 Jan 2010,383,Dell Books,English,Veil of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,December 30th 2008,355,Dell,English,0
22160,22160,1115,661,Veil of Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,17 Feb 2009,355,Random House USA Inc,English,Veil of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,December 30th 2008,355,Dell,English,1
22316,22316,496,667,The Mackade Brothers: Devin & Shane : The Heart of Devin Mackade\The Fall of Shane Mackade,Nora Roberts,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,31 Dec 2013,457,Silhouette Books,English,The Return of Rafe MacKade,Nora Roberts,Romance;Romance;Contemporary Romance;Contemporary;Fiction,April 1st 1995,251,Silhouette,English,0
22549,22549,506,677,Gentle Warrior,Julie Garwood,Contemporary Fiction:Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,16 Jun 2008,320,SIMON & SCHUSTER,English,Gentle Warrior,Julie Garwood,Romance;Historical Romance;Romance;Historical;Historical;Medieval;Historical;Historical Fiction;Historical Romance;Medieval Romance,December 1st 1990,309,Pocket Books,English,1
23179,23179,28,700,A Breath of Snow and Ashes,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 May 2008,1438,Random House USA Inc,English,A Breath of Snow and Ashes,Diana Gabaldon,Romance;Historical Romance;Historical;Historical Fiction;Adult;Romance,August 29th 2006,980,Delta,English,0
23211,23211,1815,700,A Breath of Snow and Ashes,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,29 Aug 2006,979,Bantam Doubleday Dell Publishing Group Inc,English,A Breath of Snow and Ashes,Diana Gabaldon,Romance;Historical Romance;Historical;Historical Fiction;Adult;Romance,August 29th 2006,980,Delta,English,1
23426,23426,360,714,Masqueraders,Georgette Heyer,Classic Books & Novels:Historical Romance:Historical Romance,22 Nov 2005,304,Cornerstone,English,The Masqueraders,Georgette Heyer;Anne Stuart,Romance;Historical;Historical Fiction;Romance;Historical Romance;Historical;Historical;Regency;Fiction,April 1st 2004,409,Harlequin,English,1
23608,23608,167,720,Archangel's Consort,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,02 Feb 2011,337,Penguin Putnam Inc,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,,1
23631,23631,1089,720,Archangel's Heart : Book 9,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,03 Nov 2016,400,Orion Publishing Co,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,,0
23639,23639,1169,720,Archangel's Kiss : A Guild Hunter Novel,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,26 Aug 2010,338,Penguin Putnam Inc,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,,0
23687,23687,2237,724,Frederica,Georgette Heyer:Clifford Norgate,Historical Romance:Historical Romance:Historical Fiction,18 Nov 2014,None,BRILLIANCE AUDIO,English,Frederica,Georgette Heyer,Romance;Historical;Historical Fiction;Romance;Historical Romance;Historical;Historical;Regency;Fiction,August 27th 1992,384,Arrow,English,1
23748,23748,770,727,Breathe,Kristen Ashley,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2014,656,Little Brown & Company,English,Breathe,Kristen Ashley,Romance;Romance;Contemporary Romance;Contemporary;Romance;Romantic Suspense,December 11th 2012,554,,,1
23789,23789,210,729,Just Like Heaven,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,27 Jul 2011,384,HarperCollins Publishers Inc,English,Just Like Heaven,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,May 31st 2011,374,Avon Harper Collins,English,1
23812,23812,1581,729,Just Like Heaven : Number 1 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Jun 2011,384,Little Brown Book Group,English,Just Like Heaven,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,May 31st 2011,374,Avon Harper Collins,English,1
24077,24077,1042,735,Heart of the Sea,Nora Roberts,Contemporary Fiction:Horror:Horror:Romance:Romance Books,05 Dec 2000,384,Penguin Putnam Inc,English,The Heart of Devin MacKade,Nora Roberts,Romance;Romance;Contemporary Romance;Contemporary;Fiction,June 20th 2011,158,Silhouette Desire,English,0
24210,24210,1367,741,Simple Perfection,Abbi Glines,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Dec 2013,272,Simon & Schuster Ltd,English,Twisted Perfection,Abbi Glines,New Adult;Romance;Contemporary;Romance;Contemporary Romance,April 24th 2013,290,Abbi Glines,,0
24857,24857,1571,765,Duke of Desire,Elizabeth Hoyt,Historical Romance:Historical Romance,17 Oct 2017,352,Grand Central Publishing,English,Scandalous Desires,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Adventure;Pirates,October 18th 2011,393,Grand Central Publishing,,0
24911,24911,2952,766,Rock Chick Rescue,Kristen Ashley,Contemporary Fiction:Adventure Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Jun 2013,389,Kristen Ashley,English,Rock with Me,Kristen Proby,Romance;Romance;Contemporary Romance;Contemporary;New Adult,May 1st 2013,196,Kristen Publishing,,0
25093,25093,2305,778,Tamed By A Highlander : Number 3 in series,Paula Quinn,Contemporary Fiction:Historical Romance:Historical Romance,01 Jul 2011,400,Little Brown & Company,English,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,June 26th 2007,373,Avon,English,0
25112,25112,522,778,The Other Miss Bridgerton,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,23 Jul 2018,384,HarperCollins Publishers Inc,English,The Secret Diaries of Miss Miranda Cheever,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,June 26th 2007,373,Avon,English,0
25156,25156,1091,779,Midnight Awakening,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,17 Feb 2009,369,Random House USA Inc,English,Deeper Than Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,June 28th 2011,387,Dell,English,0
25178,25178,1027,780,Wicked Nights : Mass Market Paperback,Gena Showalter,Contemporary Fiction:Romance:Romance Books,06 Jul 2012,416,HarperCollins Publishers,English,Wicked Nights,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Angels;Romance;Fantasy;Paranormal;Demons,June 26th 2012,411,HQN Books,English,1
25326,25326,1221,784,Heart of Obsidian,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Nov 2013,371,Jove Books,English,Heart of Obsidian,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,June 4th 2013,360,Berkley Sensation,,1
25569,25569,487,797,To Beguile A Beast : Number 3 in series,Elizabeth Hoyt,Historical Romance:Historical Romance,01 May 2009,352,Little Brown & Company,English,Amber Beach,Elizabeth Lowell,Romance;Romance;Romantic Suspense;Mystery;Suspense;Contemporary;Fiction,May 1st 2001,384,Avon,English,0
26212,26212,871,817,Sweet Surrender,Maya Banks,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Feb 2013,314,Penguin Putnam Inc,English,Sweet Surrender,Maya Banks,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Romance;Erotic Romance;Romance;Contemporary Romance,March 4th 2008,344,Berkley Heat,English,1
26662,26662,1111,831,Longest Ride,Nicholas Sparks,Contemporary Fiction:Romance:Romance Books,30 Sep 2014,475,Little Brown & Company,English,The Longest Ride,Nicholas Sparks,Contemporary;Adult;Audiobook,September 17th 2013,398,Grand Central Publishing,English,1
26925,26925,169,839,Great Expectations,Charles Dickens:David Trotter:Charlotte Mitchell,Contemporary Fiction:Classic Books & Novels:Romance:Romance Books,05 Jan 2012,544,Penguin Books Ltd,English,Great Expectations,Charles Dickens,Classics;Fiction;Literature;Historical;Historical Fiction;Academic;School,,505,Oxford University Press,English,1
27141,27141,1801,849,Into the Dreaming (with Bonus Material),Karen Marie Moning,Contemporary Fiction:Science Fiction:Science Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,24 Apr 2012,272,Random House USA Inc,English,Into the Dreaming,Karen Marie Moning,Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Science Fiction;Time Travel;Romance;Historical Romance;Fantasy,August 29th 2006,112,Jove,English,0
27291,27291,1514,860,The Secret Dreamworld Of A Shopaholic : (Shopaholic Book 1),Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jan 2006,320,Transworld Publishers Ltd,English,Confessions of a Shopaholic,Sophie Kinsella,Womens Fiction;Chick Lit;Humor;Funny;Adult Fiction;Romance;Contemporary Romance;Humor;Comedy;Humor;Romance;Young Adult;European Literature;British Literature;Novels,November 4th 2003,368,Dell Publishing Company,English,0
27304,27304,2817,860,Shopaholic Ties The Knot : (Shopaholic Book 3),Sophie Kinsella,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jan 2006,400,Transworld Publishers Ltd,English,Confessions of a Shopaholic,Sophie Kinsella,Womens Fiction;Chick Lit;Humor;Funny;Adult Fiction;Romance;Contemporary Romance;Humor;Comedy;Humor;Romance;Young Adult;European Literature;British Literature;Novels,November 4th 2003,368,Dell Publishing Company,English,0
27604,27604,3105,867,Being Me,Lisa Renee Jones,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,20 Jun 2013,368,SIMON & SCHUSTER,English,Being Me,Lisa Renee Jones,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Suspense;Romance;Erotic Romance,June 11th 2013,351,Gallery Books,,1
27759,27759,3302,869,Breaking Danger : A Ghost Ops Novel,Lisa Marie Rice,Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Jul 2014,320,HarperCollins Publishers Inc,English,Dangerous Lover,Lisa Marie Rice,Romance;Romance;Romantic Suspense;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;Suspense,July 31st 2007,337,Avon Red,English,0
28502,28502,355,895,Beyond The Highland Mist,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,01 Apr 2000,375,Bantam Doubleday Dell Publishing Group Inc,English,To Tame A Highland Warrior,Karen Marie Moning,Romance;Historical Romance;Fantasy;Historical;Science Fiction;Time Travel;Romance;Historical;Historical Fiction;Adult;Fiction;Cultural;Scotland;Fantasy;Paranormal,November 4th 2009,388,Dell,,0
29011,29011,1067,907,Caressed by Ice : Book 3,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,13 May 2010,384,Orion Publishing Co,English,Caressed by Ice,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Fantasy;Urban Fantasy;Paranormal;Shapeshifters,September 4th 2007,352,Berkley Sensation,,1
29160,29160,1267,914,Hungry For You : An Argeneau Novel,Lynsay Sands,Fantasy:Fantasy Books:Romance:Romance Books,06 Jul 2011,384,HarperCollins Publishers Inc,English,Hungry for You,Lynsay Sands,Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy;Paranormal,November 30th 2010,353,Avon,English,1
29234,29234,179,917,The Darkest Surrender,Gena Showalter,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,27 Sep 2011,432,HarperCollins Publishers,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English,0
29238,29238,603,917,The Darkest Whisper,Gena Showalter,Fantasy:Fantasy Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Aug 2009,416,HarperCollins Publishers,English,The Darkest Pleasure,Gena Showalter,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Demons;Fantasy;Romance,July 1st 2008,368,HQN Books,English,0
29427,29427,1684,927,A Night to Surrender,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,30 Aug 2011,400,HarperCollins Publishers Inc,English,A Night to Surrender,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 30th 2011,372,Avon,English,1
29547,29547,3517,932,Beauty from Surrender (Beauty Series #2),Georgia Cates,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,28 May 2013,350,Createspace Independent Publishing Platform,English,Beauty from Pain,Georgia Cates,Romance;Adult Fiction;Erotica;Romance;Contemporary Romance;Contemporary;New Adult,January 29th 2013,338,Georgia Cates,English,0
29694,29694,2994,937,Key of Light : Key Trilogy,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Nov 2003,352,Berkley Books,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English,0
29736,29736,1446,937,The Key Trilogy : Key of Light/Key of Knowledge/Key of Valor,Nora Roberts,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,30 Oct 2013,None,Penguin Putnam Inc,English,Irish trilogy collection,Nora Roberts;Patricia Daniels,Romance;Romance;Contemporary Romance;Fiction,June 10th 2003,None,Brilliance Audio,English,0
29908,29908,190,947,Once Burned : A Night Prince Novel,Jeaniene Frost,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,05 Jul 2012,384,HarperCollins Publishers Inc,English,Once Burned,Jeaniene Frost,Fantasy;Paranormal;Paranormal;Vampires;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Fantasy,June 26th 2012,346,Avon,English,1
30488,30488,1607,975,To Sir Phillip With Love : Number 5 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Nov 2006,384,Little Brown Book Group,English,To Sir Phillip; With Love,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,August 25th 2009,372,Avon,English,1
30551,30551,1119,977,Blaze of Memory : Book 7,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,12 May 2011,400,Orion Publishing Co,English,Blaze of Memory,Nalini Singh;Angela Dawe,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Shapeshifters;Fantasy;Urban Fantasy,November 3rd 2009,373,Berkley,,1
31208,31208,1534,1003,No Good Duke Goes Unpunished : The Third Rule of Scoundrels,Sarah MacLean,Contemporary Fiction:Historical Romance:Historical Romance,06 Mar 2014,384,AVON BOOKS,English,A Court of Thorns and Roses,Sarah J. Maas,Fantasy;Young Adult;Romance;New Adult,May 5th 2015,416,Bloomsbury USA Childrens,English,0
31387,31387,1946,1007,Secrets of a Perfect Night,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,11 Jul 2011,377,HarperCollins Publishers Inc,English,A Secret Love,Stephanie Laurens,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 3rd 2000,400,Avon,English,0
31523,31523,1758,1013,A Night Like This : Number 2 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,29 May 2012,384,Little Brown Book Group,English,A Night Like This,Julia Quinn,Romance;Romance;Historical Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,May 29th 2012,373,Avon,English,1
31549,31549,398,1015,A Rogue by Any Other Name : The First Rule of Scoundrels,Sarah MacLean,Romance:Romance Books:Historical Romance:Historical Romance,05 Mar 2012,400,HarperCollins Publishers Inc,English,A Rogue by Any Other Name,Sarah MacLean,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Adult,February 28th 2012,386,Avon,English,1
31847,31847,3067,1029,The Redhead Revealed,Alice Clayton,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,320,SIMON & SCHUSTER,English,The Redhead Revealed,Alice Clayton,Romance;Romance;Contemporary Romance;Humor;Funny;Womens Fiction;Chick Lit;Contemporary;Adult,September 28th 2010,228,,English,1
32065,32065,3529,1038,Knight and Play,Kitty French,Erotic Fiction,26 Sep 2013,224,Createspace,English,Knight & Play,Kitty French,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Contemporary,November 23rd 2012,210,Amazon Digital Services,,0
32066,32066,3554,1038,Knight and Stay,Kitty French,Erotic Fiction,26 Sep 2013,211,Createspace Independent Publishing Platform,English,Knight & Play,Kitty French,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Contemporary,November 23rd 2012,210,Amazon Digital Services,,0
32080,32080,1918,1039,Defiant,Pamela Clare,Historical Romance:Historical Romance:Historical Fiction,03 Jul 2012,367,Penguin Putnam Inc,English,Defiant,Pamela Clare,Romance;Historical Romance;Historical;Romance;Historical;Historical Fiction,July 3rd 2012,364,Berkley Sensation,English,1
32084,32084,255,1041,Seduction in Death,J. D. Robb,Contemporary Fiction:Crime:Crime Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Sep 2001,354,Penguin Putnam Inc,English,Innocent in Death,J.D. Robb,Mystery;Mystery;Crime;Romance;Fiction,February 20th 2007,385,G.P. Putnam's Sons,English,0
32090,32090,1017,1041,Purity in Death,J. D. Robb,Crime:Crime Fiction:Thriller Books:Thrillers:Adventure Books:Romance:Romance Books,01 Dec 2002,355,Penguin Putnam Inc,English,Innocent in Death,J.D. Robb,Mystery;Mystery;Crime;Romance;Fiction,February 20th 2007,385,G.P. Putnam's Sons,English,0
32094,32094,1039,1041,Delusion in Death,J D Robb,Crime:Crime Fiction:Romance:Romance Books,02 Apr 2013,373,Penguin Putnam Inc,English,Innocent in Death,J.D. Robb,Mystery;Mystery;Crime;Romance;Fiction,February 20th 2007,385,G.P. Putnam's Sons,English,0
32096,32096,1052,1041,Concealed in Death,J D Robb,Crime:Crime Fiction:Thriller Books:Thrillers:Romance:Romance Books,29 Jul 2014,371,Penguin Putnam Inc,English,Innocent in Death,J.D. Robb,Mystery;Mystery;Crime;Romance;Fiction,February 20th 2007,385,G.P. Putnam's Sons,English,0
32109,32109,1236,1041,Salvation in Death,J D Robb,Crime:Crime Fiction:Romance:Romance Books,02 Jun 2009,373,Penguin Putnam Inc,English,Innocent in Death,J.D. Robb,Mystery;Mystery;Crime;Romance;Fiction,February 20th 2007,385,G.P. Putnam's Sons,English,0
32273,32273,293,1048,The Girl With the Make-Believe Husband : A Bridgertons Prequel,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,14 Jun 2017,374,HarperCollins Publishers Inc,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English,0
32287,32287,508,1048,The Bridgertons : Happily Ever After,Julia Quinn,Romance:Romance Books:Historical Romance:Historical Romance,17 May 2013,374,HarperCollins Publishers Inc,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English,1
32319,32319,1847,1048,Because of Miss Bridgerton,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Apr 2016,384,Little Brown Book Group,English,The Bridgertons: Happily Ever After,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,April 2nd 2013,374,HarperCollins,English,0
32671,32671,2644,1062,Daring to Dream,Nora Roberts,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Aug 1996,373,Penguin Putnam Inc,English,Daring to Dream,Nora Roberts,Romance;Romance;Contemporary Romance;Fiction;Contemporary,August 29th 2006,376,Jove,English,1
32702,32702,729,1064,The Hating Game: 'Warm witty and wise' The Daily Mail,Sally Thorne,Contemporary Fiction:Romance:Romance Books,07 Sep 2017,384,Little Brown Book Group,English,The Hating Game,Sally  Thorne,Romance;Contemporary;Womens Fiction;Chick Lit;Romance;Contemporary Romance;Adult;Fiction,August 9th 2016,387,William Morrow,;,1
