,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
77947,77947,1802,3445,A Secret Love : Number 5 in series,Stephanie Laurens,Historical Romance:Historical Romance,01 Apr 2007,432,Little Brown Book Group,English,Beautiful Secret,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;New Adult;Adult,April 14th 2015,401,Gallery Books,English
78152,78152,1392,3455,Last Dragon Standing,G. A. Aiken,Romance:Romance Books,07 Sep 2010,352,Kensington Publishing,English,What A Dragon Should Know,G.A. Aiken,Fantasy;Fantasy;Dragons;Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Shapeshifters;Humor;Funny;Fantasy;Magic;Humor;Adult,,460,,
78153,78153,1432,3455,How to Drive a Dragon Crazy : The Dragon Kin Series,G. A. Aiken,Romance:Romance Books,04 Sep 2012,352,ZEBRA BOOKS,English,What A Dragon Should Know,G.A. Aiken,Fantasy;Fantasy;Dragons;Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Shapeshifters;Humor;Funny;Fantasy;Magic;Humor;Adult,,460,,
78559,78559,2861,3472,Touch of Red,Lecturer Laura Griffin,Thriller Books:Thrillers:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,31 Oct 2017,368,POCKET BOOKS,English,Masque of the Red Death,Bethany Griffin,Young Adult;Science Fiction;Steampunk;Science Fiction;Dystopia;Fantasy;Romance,April 24th 2012,319,Greenwillow Books,English
78872,78872,550,3489,Retribution,Sherrilyn Kenyon,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,29 Mar 2012,369,St Martin's Press,English,Retribution,Sherrilyn Kenyon;Holter Graham,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires,August 2nd 2011,None,Macmillan Audio,English
79080,79080,1453,3498,Love Irresistibly,Julie James,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 May 2013,292,Penguin Putnam Inc,English,Love Irresistibly,Julie James,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Adult,April 2nd 2013,274,Berkley Sensation,English
79493,79493,2034,3511,The Secrets of Sir Richard Kenworthy : Number 4 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,27 Jan 2015,384,Little Brown Book Group,English,The Secrets of Sir Richard Kenworthy,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,January 27th 2015,378,Avon,
79619,79619,319,3519,Sins of the Night,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,01 Jul 2005,384,St Martin's Press,English,Sins of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,June 28th 2005,331,St. Martin's Press,English
79622,79622,650,3519,Night Play,Sherrilyn Kenyon,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Aug 2009,371,St Martin's Press,English,Sins of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,June 28th 2005,331,St. Martin's Press,English
79628,79628,1086,3519,Unleash the Night,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,01 Mar 2006,378,St Martin's Press,English,Sins of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,June 28th 2005,331,St. Martin's Press,English
79630,79630,1109,3519,Seize the Night,Sherrilyn Kenyon,Romance:Romance Books,06 Aug 2009,339,St Martin's Press,English,Sins of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,June 28th 2005,331,St. Martin's Press,English
79637,79637,1172,3519,Kiss of the Night,Sherrilyn Kenyon,Contemporary Fiction:Romance:Romance Books,30 Apr 2010,384,St Martin's Press,English,Sins of the Night,Sherrilyn Kenyon,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Vampires;Fantasy;Urban Fantasy,June 28th 2005,331,St. Martin's Press,English
79833,79833,1705,3544,Hidden Fires,Sandra Brown,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,21 Aug 2001,384,Little Brown & Company,English,Hidden Fires,Sandra Brown,Romance;Romance;Historical Romance;Historical;Westerns,May 1st 1997,356,Warner Books (NY),English
79933,79933,1684,3548,A Night to Surrender,Tessa Dare,Contemporary Fiction:Historical Romance:Historical Romance,30 Aug 2011,400,HarperCollins Publishers Inc,English,Surrender of a Siren,Tessa Dare,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Fiction,August 25th 2009,384,Ballantine Books,English
80171,80171,2372,3553,Rebellion,Nora Roberts,Thriller Books:Thrillers:Romance:Romance Books:Historical Romance:Historical Romance,31 Jan 2017,314,Silhouette Books,English,Rebellion,Nora Roberts,Romance;Romance;Historical Romance;Historical;Fiction,November 14th 2006,395,Silhouette,English
80298,80298,1635,3559,Enchanting Pleasures,Eloisa James,Historical Romance:Historical Romance,03 Jun 2002,432,Random House (Pty) Ltd South Africa,English,Pleasure for Pleasure,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,November 28th 2006,404,Avon Books,English
80313,80313,1940,3559,Midnight Pleasures,Eloisa James,Historical Romance:Historical Romance,03 Jul 2014,448,Little Brown Book Group,English,Pleasure for Pleasure,Eloisa James,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,November 28th 2006,404,Avon Books,English
80502,80502,283,3573,Dawn on a Distant Shore,Sara Donati,Historical Romance:Historical Romance:Historical Fiction,29 May 2001,647,Bantam Doubleday Dell Publishing Group Inc,English,Dawn on a Distant Shore,Sara Donati,Historical;Historical Fiction;Romance;Historical;Romance;Historical Romance;Fiction,May 29th 2001,647,Bantam,English
80546,80546,2336,3575,Like No Other Lover : Pennyroyal Green Series,Julie Anne Long,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,Like No Other Lover,Julie Anne Long,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction,October 16th 2008,385,HarperCollins e-books,
80848,80848,95,3596,Fire After Dark (After Dark Book 1),Sadie Matthews,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,16 Aug 2012,384,Hodder & Stoughton General Division,English,Happily Even After,Lena Matthews,Romance;Romance;Interracial Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance,June 9th 2010,228,Loose Id,
81180,81180,2427,3620,Together : An epic love story with a secret you won't see coming,Julie Cohen,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Sep 2017,352,Orion Publishing Co,English,She Loves You; She Loves You Not...,Julie Anne Peters,Lgbt;Young Adult;Romance;Contemporary;Glbt;Lesbian;Fiction,June 1st 2011,288,Little; Brown Books for Young Readers,None
81211,81211,1461,3622,Dragon Actually,G. A. Aiken,Adventure Books:Romance:Romance Books,01 Sep 2008,352,Kensington Publishing,English,How to Drive a Dragon Crazy,G.A. Aiken,Fantasy;Romance;Fantasy;Dragons;Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Shapeshifters,September 4th 2012,481,Zebra Books,
81219,81219,1780,3623,The Forbidden Lord,Sabrina Jeffries,Romance:Romance Books:Historical Romance:Historical Romance,29 Aug 2011,384,HarperCollins Publishers Inc,English,The Forbidden Lord,Sabrina Jeffries,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,July 28th 2009,384,Avon,English
82104,82104,3052,3675,Ultimate Sins,Lora Leigh,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,17 Sep 2014,384,St Martin's Press,English,Ultimate Sins,Lora Leigh,Romance;Romance;Romantic Suspense;Romance;Contemporary Romance;Contemporary,August 26th 2014,384,St. Martin's Paperbacks,
82615,82615,3292,3690,Sweet Surrender,Maya Banks,Contemporary Fiction:Thriller Books:Thrillers:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Jul 2013,344,Penguin Putnam Inc,English,Sweet Seduction,Maya Banks,Adult Fiction;Erotica;Romance;Erotica;Bdsm;Romance;Erotic Romance;Contemporary,October 6th 2009,297,Berkley Heat,English
82866,82866,1420,3701,Allegiance of Honor,Nalini Singh,Horror:Horror:Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books,27 Dec 2016,512,Berkley Books,English,Allegiance of Honor,Nalini Singh,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Urban Fantasy;Fantasy;Paranormal;Shapeshifters,June 14th 2016,478,Berkley,English
82954,82954,2667,3708,Only Mine,Susan Mallery,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Jul 2011,379,HarperCollins Publishers,English,Only Mine,Susan Mallery,Romance;Contemporary;Womens Fiction;Chick Lit;Romance;Contemporary Romance,July 26th 2011,379,HQN,English
82998,82998,1909,3713,Days of Gold,Jude Deveraux,Historical Romance:Historical Romance,27 Jul 2010,468,SIMON & SCHUSTER,English,Days of Gold,Jude Deveraux,Romance;Romance;Historical Romance;Historical;Fiction;Historical;Historical Fiction,December 29th 2009,384,Atria Books,English
84687,84687,1652,3788,Beyond Scandal and Desire : A Sins for All Seasons Novel,Lorraine Heath,Romance:Romance Books:Historical Romance:Historical Romance,07 Feb 2018,384,HarperCollins Publishers Inc,English,Between the Devil and Desire,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,December 30th 2008,384,Avon,English
84701,84701,2201,3788,Between the Devil and Desire,Lorraine Heath,Romance:Romance Books:Historical Romance:Historical Romance,06 Jul 2011,384,HarperCollins Publishers Inc,English,Between the Devil and Desire,Lorraine Heath,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency,December 30th 2008,384,Avon,English
