,_id,ltable_id,rtable_id,ltable_Title,ltable_Authors,ltable_Genres,ltable_Publishing Date,ltable_Pages,ltable_Publisher,ltable_Language,rtable_Title,rtable_Authors,rtable_Genres,rtable_Publishing Date,rtable_Pages,rtable_Publisher,rtable_Language
15830,15830,201,441,Bloodfever,Karen Marie Moning,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Aug 2008,349,Random House USA Inc,English,Bloodfever,Karen Marie Moning,Fantasy;Urban Fantasy;Fantasy;Fantasy;Paranormal;Romance;Romance;Paranormal Romance;Fairies;Fae,October 16th 2007,303,Delacorte Press,English
16317,16317,512,462,When He Was Wicked,Julia Quinn,Historical Romance:Historical Romance,08 Jul 2011,368,HarperCollins Publishers Inc,English,When He Was Wicked,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Regency;Historical;Historical Fiction;Historical Romance;Regency Romance,June 29th 2004,368,Avon,English
16428,16428,2754,469,The Trouble with Valentine's Day,Rachel Gibson,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Dec 2012,368,HarperCollins Publishers Inc,English,The Trouble With Valentine's Day,Rachel Gibson,Contemporary;Romance;Sports and Games;Sports;Contemporary Romance;Sports Romance;Womens Fiction;Chick Lit;Romance;Contemporary Romance,December 26th 2012,368,Avon,English
16485,16485,364,471,The Immortal Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,01 Aug 2005,384,Bantam Doubleday Dell Publishing Group Inc,English,The Dark Highlander,Karen Marie Moning,Romance;Romance;Paranormal Romance;Science Fiction;Time Travel;Fantasy;Paranormal;Romance;Historical Romance;Fantasy,October 1st 2002,370,Dell,English
16487,16487,407,471,Spell Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,07 Jul 2006,416,Bantam Doubleday Dell Publishing Group Inc,English,The Dark Highlander,Karen Marie Moning,Romance;Romance;Paranormal Romance;Science Fiction;Time Travel;Fantasy;Paranormal;Romance;Historical Romance;Fantasy,October 1st 2002,370,Dell,English
16488,16488,461,471,To Tame A Highland Warrior,Karen Marie Moning,Historical Romance:Historical Romance,01 Mar 2000,366,Bantam Doubleday Dell Publishing Group Inc,English,The Dark Highlander,Karen Marie Moning,Romance;Romance;Paranormal Romance;Science Fiction;Time Travel;Fantasy;Paranormal;Romance;Historical Romance;Fantasy,October 1st 2002,370,Dell,English
16611,16611,2347,473,The Viscount Who Lived Down the Lane : Rhymes With Love,Elizabeth Boyle,Romance:Romance Books:Historical Romance:Historical Romance,13 Apr 2015,384,HarperCollins Publishers Inc,English,What I Did for Love,Susan Elizabeth Phillips,Romance;Romance;Contemporary Romance;Contemporary;Womens Fiction;Chick Lit;Fiction,January 27th 2009,401,William Morrow,English
16635,16635,2583,474,Breaking Point,Pamela Clare,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,03 May 2011,373,Berkley Books,English,Breaking Point,Pamela Clare,Romance;Romantic Suspense;Romance;Romance;Contemporary Romance;Contemporary;Suspense;War;Military,May 3rd 2011,405,Berkley Sensation,English
16660,16660,664,478,Bully,Penelope Douglas,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,06 Nov 2014,336,Little Brown Book Group,English,Bully,Penelope Douglas,Romance;New Adult;Contemporary;Young Adult;Young Adult;High School;Romance;Contemporary Romance,February 18th 2014,333,Intermix (Penguin Group (USA) LLC),
16845,16845,561,489,This Man,Jodi Ellen Malpas,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Oct 2013,464,Orion Publishing Co,English,This Man Confessed,Jodi Ellen Malpas,Romance;Adult Fiction;Erotica;Erotica;Bdsm;Romance;Contemporary Romance;Contemporary,July 2nd 2013,501,Forever,
16969,16969,576,493,The Marriage Trap,Jennifer Probst,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Oct 2012,288,SIMON & SCHUSTER,English,The Marriage Mistake,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit;Adult Fiction;Erotica,November 6th 2012,328,,
16971,16971,2498,493,The Marriage Merger,Jennifer Probst,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,15 Aug 2013,400,SIMON & SCHUSTER,English,The Marriage Mistake,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit;Adult Fiction;Erotica,November 6th 2012,328,,
16985,16985,516,493,Lady Isabella's Scandalous Marriage,Jennifer Ashley,Historical Romance:Historical Romance,20 Mar 2013,325,Penguin Putnam Inc,English,The Marriage Mistake,Jennifer Probst,Romance;Romance;Contemporary Romance;Contemporary;Adult;Womens Fiction;Chick Lit;Adult Fiction;Erotica,November 6th 2012,328,,
17014,17014,247,495,Beautiful Player,Christina Lauren,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,07 Nov 2013,432,SIMON & SCHUSTER,English,Beautiful Player,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;New Adult;Adult,October 29th 2013,432,Gallery Books,
17047,17047,578,495,Beautiful Beginning,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,21 Nov 2013,208,SIMON & SCHUSTER,English,Beautiful Player,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;New Adult;Adult,October 29th 2013,432,Gallery Books,
17103,17103,2470,495,Beautiful,Christina Lauren,Contemporary Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Nov 2016,416,SIMON & SCHUSTER,English,Beautiful Player,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;New Adult;Adult,October 29th 2013,432,Gallery Books,
17115,17115,3774,495,Beautiful secret (Un secreto explosivo),Christina Lauren,Erotic Fiction:Romance:Romance Books,21 Jul 2015,357,DEBOLSILLO,Spanish,Beautiful Player,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;New Adult;Adult,October 29th 2013,432,Gallery Books,
17119,17119,3480,495,Beautiful Stranger. Un desconocido encantador,Christina Lauren:Concepción Rodríguez González,Erotic Fiction:Romance:Romance Books,03 Jun 2014,304,DEBOLSILLO,Spanish,Beautiful Player,Christina Lauren,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;New Adult;Adult,October 29th 2013,432,Gallery Books,
17391,17391,2423,500,Beautiful Boss,Christina Lauren,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,01 Mar 2016,144,SIMON & SCHUSTER,English,Beautiful Stranger,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;Adult;New Adult,April 16th 2013,345,Gallery Books,English
17401,17401,3550,500,Beautiful player : Un Seductor Irresistible / an Irresistible Seducer,Christina Lauren,Erotic Fiction:Romance:Romance Books,03 Jun 2014,400,DEBOLSILLO,Spanish,Beautiful Stranger,Christina Lauren,Romance;Adult Fiction;Erotica;Contemporary;Romance;Contemporary Romance;Adult;New Adult,April 16th 2013,345,Gallery Books,English
17691,17691,2276,505,Passion,Lisa Valdez,Contemporary Fiction:Erotic Fiction:Historical Romance:Historical Romance:Historical Fiction,05 Jul 2005,330,Berkley Books,English,Passion,Lisa Valdez,Romance;Historical Romance;Romance;Historical;Adult Fiction;Erotica;Romance;Erotic Romance,July 5th 2005,311,Berkley,English
17964,17964,139,512,Lover Eternal,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Lover at Last,J.R. Ward,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance;Romance;M M Romance;Fantasy,March 26th 2013,608,NAL,English
18012,18012,2123,514,Mod Lib Anna Karenina,Leo Tolstoy,Contemporary Fiction:Classic Books & Novels:Historical Romance:Historical Romance,23 Nov 2000,992,Random House USA Inc,English,Anna Karenina,Leo Tolstoy;Louise Maude;Aylmer Maude,Classics;Fiction;Cultural;Russia;Romance;Literature;Historical;Historical Fiction;Literature;Russian Literature,October 16th 2012,964,Vintage,English
18074,18074,161,517,Devil in Winter : The Wallflowers Book 3,Lisa Kleypas,Historical Romance:Historical Romance,23 Feb 2016,374,HarperCollins Publishers Inc,English,A Wallflower Christmas,Lisa Kleypas,Romance;Historical Romance;Historical;Romance;Holiday;Christmas;Historical;Historical Fiction;Historical;Regency,October 14th 2008,213,St. Martin's Press,English
18119,18119,2263,517,A Christmas to Remember : An Anthology,Lisa Kleypas:Lorraine Heath:Megan Frampton:Vivienne Lorret,Romance:Romance Books:Historical Romance:Historical Romance:Short Story Books,26 Sep 2017,432,AVON BOOKS,English,A Wallflower Christmas,Lisa Kleypas,Romance;Historical Romance;Historical;Romance;Holiday;Christmas;Historical;Historical Fiction;Historical;Regency,October 14th 2008,213,St. Martin's Press,English
18129,18129,1096,518,Midnight Rising,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,12 Feb 2009,356,Random House USA Inc,English,Kiss of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance;Fantasy,May 1st 2007,402,Dell,English
18139,18139,363,519,If You Deceive,Kresley Cole,Romance:Romance Books:Historical Romance:Historical Romance,19 Nov 2007,368,SIMON & SCHUSTER,English,If You Dare,Kresley Cole,Romance;Historical Romance;Historical,May 1st 2005,349,Pocket Books,English
18258,18258,139,526,Lover Eternal,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books,25 Jul 2011,464,Penguin Putnam Inc,English,Lover Reborn,J.R. Ward,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance;Fantasy,March 27th 2012,572,NAL,English
18289,18289,2615,526,Lover Revealed : Number 4 in series,J. R. Ward,Fantasy:Fantasy Books:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,02 Mar 2011,544,Little Brown Book Group,English,Lover Reborn,J.R. Ward,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance;Fantasy,March 27th 2012,572,NAL,English
18556,18556,168,535,Shadow's Claim : Immortals After Dark: The Dacians,Kresley Cole,Contemporary Fiction:Romance:Romance Books,27 Nov 2012,496,SIMON & SCHUSTER,English,Dark Desires After Dusk,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Demons,May 20th 2008,368,Simon & Schuster,English
18567,18567,1046,535,Immortals After Dark #2: No Rest for the Wicked,Kresley Cole,Contemporary Fiction:Romance:Romance Books,12 Dec 2006,384,SIMON & SCHUSTER,English,Dark Desires After Dusk,Kresley Cole,Romance;Paranormal Romance;Fantasy;Paranormal;Romance;Fantasy;Paranormal;Demons,May 20th 2008,368,Simon & Schuster,English
18685,18685,92,540,Lover Mine : A Novel of the Black Dagger Brotherhood,J R Ward,Romance:Romance Books,25 Jul 2011,633,Penguin Putnam Inc,English,Stepbrother Dearest,Penelope Ward,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Adult Fiction;Erotica,September 23rd 2014,230,CreateSpace Independent Publishing Platform,English
18695,18695,219,540,The Chosen : A Novel of the Black Dagger Brotherhood,J. R. Ward,Contemporary Fiction:Fantasy:Fantasy Books:Romance:Romance Books,26 Sep 2017,576,Ballantine Books,English,Stepbrother Dearest,Penelope Ward,Romance;New Adult;Contemporary;Romance;Contemporary Romance;Adult Fiction;Erotica,September 23rd 2014,230,CreateSpace Independent Publishing Platform,English
18865,18865,363,543,If You Deceive,Kresley Cole,Romance:Romance Books:Historical Romance:Historical Romance,19 Nov 2007,368,SIMON & SCHUSTER,English,If You Desire,Kresley Cole,Romance;Historical Romance;Romance;Historical,April 24th 2007,356,Pocket,English
19081,19081,524,551,The Rose Garden,Susanna Kearsley,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance,30 Jan 2012,480,ALLISON & BUSBY,English,The Rose Garden,Susanna Kearsley,Historical;Historical Fiction;Romance;Science Fiction;Time Travel;Fiction;Historical;Fantasy,May 11th 2011,476,Allison &,English
19388,19388,407,560,Spell Of The Highlander,Karen Marie Moning,Romance:Romance Books:Historical Romance:Historical Romance,07 Jul 2006,416,Bantam Doubleday Dell Publishing Group Inc,English,The Immortal Highlander,Karen Marie Moning,Romance;Romance;Paranormal Romance;Fantasy;Paranormal;Fantasy;Science Fiction;Time Travel;Romance;Historical Romance,July 26th 2005,348,Dell,English
19657,19657,2646,569,See Jane Score,Rachel Gibson,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,08 Jul 2011,375,HarperCollins Publishers Inc,English,See Jane Score,Rachel Gibson,Romance;Romance;Contemporary Romance;Contemporary;Sports and Games;Sports;Contemporary Romance;Sports Romance;Womens Fiction;Chick Lit,January 28th 2003,363,Avon,English
19815,19815,2955,576,Can't Help Falling in Love,Bella Andre,Adult & Contemporary Romance:Adult & Contemporary Romance,16 Mar 2015,328,Mira Books,English,Can't Help Falling in Love,Bella Andre,Romance;Romance;Contemporary Romance;Contemporary,December 2011,200,Bella Andre; via Smashwords,
20066,20066,1709,587,Fires of Winter,Johanna Lindsey,Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance,02 Sep 2011,400,HarperCollins Publishers Inc,English,Fires of Winter,Johanna Lindsey,Romance;Historical Romance;Romance;Historical;Historical;Medieval,September 1980,362,Avon,English
20226,20226,939,593,The Unidentified Redhead,Alice Clayton,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,24 Oct 2013,336,SIMON & SCHUSTER,English,The Unidentified Redhead,Alice Clayton,Romance;Romance;Contemporary Romance;Womens Fiction;Chick Lit;Humor;Funny;Contemporary;Adult,February 16th 2010,276,Omnific Publishing,
20355,20355,167,598,Archangel's Consort,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,02 Feb 2011,337,Penguin Putnam Inc,English,Archangel's Kiss,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Paranormal;Angels;Romance;Fantasy;Paranormal;Vampires,February 2nd 2010,323,Berkley Sensation,
20373,20373,1072,598,Archangel's Consort : Book 3,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,10 Feb 2011,336,Orion Publishing Co,English,Archangel's Kiss,Nalini Singh,Fantasy;Paranormal;Romance;Paranormal Romance;Fantasy;Urban Fantasy;Paranormal;Angels;Romance;Fantasy;Paranormal;Vampires,February 2nd 2010,323,Berkley Sensation,
20689,20689,329,612,Drums of Autumn,Diana Gabaldon,Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance,07 Aug 2001,880,Bantam Doubleday Dell Publishing Group Inc,English,Drums of Autumn,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,880,Delta,English
20702,20702,2195,612,Drums of Autumn,Diana Gabaldon,Science Fiction:Science Fiction:Romance:Romance Books:Historical Romance:Historical Romance,10 Nov 1997,1120,Turtleback Books,English,Drums of Autumn,Diana Gabaldon,Historical;Historical Fiction;Romance;Fantasy;Fiction;Science Fiction;Time Travel;Historical,August 7th 2001,880,Delta,English
20769,20769,646,617,Gabriel's Inferno,Sylvain Reynard,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Nov 2012,560,Penguin Books Ltd,English,Gabriel's Redemption,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult;New Adult,December 3rd 2013,477,Berkley Trade,English
20771,20771,781,617,Gabriel's Rapture,Sylvain Reynard,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Sep 2012,416,Penguin Putnam Inc,English,Gabriel's Redemption,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult;New Adult,December 3rd 2013,477,Berkley Trade,English
20773,20773,1239,617,Gabriel's Rapture,Sylvain Reynard,Adult & Contemporary Romance:Adult & Contemporary Romance,23 Nov 2012,432,Penguin Books Ltd,English,Gabriel's Redemption,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult;New Adult,December 3rd 2013,477,Berkley Trade,English
21031,21031,1409,622,A Rake's Vow : A Cynster Novel,Stephanie Laurens,Romance:Romance Books:Historical Romance:Historical Romance,02 Sep 2011,374,HarperCollins Publishers Inc,English,A Rake's Vow,Stephanie Laurens,Romance;Historical Romance;Historical;Romance;Historical;Regency;Historical Romance;Regency Romance;Historical;Historical Fiction,October 1st 1998,374,Avon,English
21144,21144,3380,624,Wicked Intentions,Elizabeth Hoyt,Erotic Fiction:Myth & Legend Told As Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance:Historical Romance:Historical Romance:Historical Fiction,14 Oct 2014,388,Little Brown & Company,English,Wicked Intentions,Elizabeth Hoyt,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction,August 1st 2010,382,Grand Central Publishing,English
21250,21250,646,627,Gabriel's Inferno,Sylvain Reynard,Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,23 Nov 2012,560,Penguin Books Ltd,English,Gabriel's Rapture,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;Adult;New Adult,May 22nd 2012,386,Penguin Berkley,English
21252,21252,781,627,Gabriel's Rapture,Sylvain Reynard,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Sep 2012,416,Penguin Putnam Inc,English,Gabriel's Rapture,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;Adult;New Adult,May 22nd 2012,386,Penguin Berkley,English
21253,21253,799,627,Gabriel's Redemption,Sylvain Reynard,Contemporary Fiction:Erotic Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,03 Dec 2013,484,Berkley Publishing Group,English,Gabriel's Rapture,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;Adult;New Adult,May 22nd 2012,386,Penguin Berkley,English
21255,21255,1455,627,Gabriel's Inferno,Sylvain Reynard,Contemporary Fiction:Adult & Contemporary Romance:Adult & Contemporary Romance,04 Sep 2012,548,Penguin Putnam Inc,English,Gabriel's Rapture,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;Adult;New Adult,May 22nd 2012,386,Penguin Berkley,English
21258,21258,3490,627,El éxtasis de Gabriel,Sylvain Reynard:Lara Agnelli,Erotic Fiction:Romance:Romance Books,16 Sep 2014,480,Booket,Spanish,Gabriel's Rapture,Sylvain Reynard,Romance;Romance;Contemporary Romance;Contemporary;Adult Fiction;Erotica;Adult;New Adult,May 22nd 2012,386,Penguin Berkley,English
21856,21856,233,658,Deeper Than Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,09 Aug 2011,416,Random House USA Inc,English,Ashes of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,May 26th 2009,368,Dell,English
21859,21859,1091,658,Midnight Awakening,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,17 Feb 2009,369,Random House USA Inc,English,Ashes of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,May 26th 2009,368,Dell,English
21861,21861,1106,658,Ashes of Midnight,Lara Adrian,Fiction Books:Fantasy:Fantasy Books:Romance:Romance Books,07 Dec 2010,353,Random House USA Inc,English,Ashes of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,May 26th 2009,368,Dell,English
21911,21911,1073,661,Taken by Midnight : A Midnight Breed Novel,Lara Adrian,Horror:Horror:Romance:Romance Books,28 Sep 2010,400,Random House USA Inc,English,Veil of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,December 30th 2008,355,Dell,English
21914,21914,1106,661,Ashes of Midnight,Lara Adrian,Fiction Books:Fantasy:Fantasy Books:Romance:Romance Books,07 Dec 2010,353,Random House USA Inc,English,Veil of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,December 30th 2008,355,Dell,English
21915,21915,1108,661,Shades of Midnight : A Midnight Breed Novel,Lara Adrian,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,14 Jan 2010,383,Dell Books,English,Veil of Midnight,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,December 30th 2008,355,Dell,English
21969,21969,225,664,November 9,Colleen Hoover,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,10 Nov 2015,310,Atria Books,English,November 9,Colleen Hoover,Romance;New Adult;Contemporary;Young Adult,November 10th 2015,310,Atria Books,English
22576,22576,1539,688,Storm and Silence,Robert Thier,Adventure Books:Romance:Romance Books:Historical Romance:Historical Romance,19 Mar 2016,596,Robert Thier,English,Storm and Silence,Robert Thier,Romance;Historical;Romance;Historical Romance;Historical;Historical Fiction;Did Not Finish,March 19th 2016,596,Robert Thier,English
22792,22792,1261,693,Dance with the Devil,Sherrilyn Kenyon,Fantasy:Fantasy Books:Romance:Romance Books,30 Apr 2010,368,St. Martin's Press,English,Dance with the Devil,Sherrilyn Kenyon,Fantasy;Paranormal;Romance;Paranormal Romance;Romance;Fantasy;Urban Fantasy;Fantasy,November 28th 2003,343,St. Martin's Press,English
22842,22842,2565,695,The Best Man,Kristan Higgins,Adult & Contemporary Romance:Adult & Contemporary Romance,26 Feb 2013,424,HarperCollins Publishers,English,The Best Man,Kristan Higgins,Romance;Romance;Contemporary Romance;Womens Fiction;Chick Lit;Contemporary;Fiction,February 26th 2013,426,Harlequin HQN,English
22990,22990,28,700,A Breath of Snow and Ashes,Diana Gabaldon,Science Fiction:Science Fiction:Fantasy:Fantasy Books:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,01 May 2008,1438,Random House USA Inc,English,A Breath of Snow and Ashes,Diana Gabaldon,Romance;Historical Romance;Historical;Historical Fiction;Adult;Romance,August 29th 2006,980,Delta,English
23040,23040,92,705,Lover Mine : A Novel of the Black Dagger Brotherhood,J R Ward,Romance:Romance Books,25 Jul 2011,633,Penguin Putnam Inc,English,Father Mine,J.R. Ward,Fantasy;Paranormal;Romance;Paranormal Romance;Paranormal;Vampires;Romance,October 7th 2008,91,NAL,
23179,23179,1925,710,Shanna,Kathleen E. Woodiwiss,Contemporary Fiction:Romance:Romance Books:Historical Romance:Historical Romance:Historical Fiction,31 May 2016,688,HarperCollins Publishers Inc,English,Shanna,Kathleen E. Woodiwiss,Romance;Romance;Historical Romance;Historical;Historical;Historical Fiction;Fiction;Adult;Adventure;Pirates;Womens Fiction;Chick Lit;Did Not Finish;Historical;Regency,,672,Avon,English
23434,23434,166,720,Angels' Flight,Nalini Singh,Contemporary Fiction:Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,03 May 2012,358,Penguin Putnam Inc,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,
23442,23442,556,720,Archangel's Shadows,Nalini Singh,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,28 Oct 2014,373,Berkley Books,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,
23452,23452,1071,720,Archangel's Enigma,Nalini Singh,Romance:Romance Books,01 Sep 2015,371,Berkley Books,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,
23454,23454,1079,720,Archangel's Blade : Book 4,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,08 Sep 2011,320,Orion Publishing Co,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,
23455,23455,1081,720,Archangel's Storm : Book 5,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,14 Sep 2012,352,Orion Publishing Co,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,
23457,23457,1107,720,Archangel's Heart,Nalini Singh,Horror:Horror:Fantasy:Fantasy Books:Romance:Romance Books,01 Nov 2016,400,Berkley Books,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,
23468,23468,1208,720,Archangel's Shadows : Book 7,Nalini Singh,Fantasy:Fantasy Books:Romance:Romance Books,06 Nov 2014,384,Orion Publishing Co,English,Archangel's Consort,Nalini Singh,Paranormal;Angels;Fantasy;Paranormal;Fantasy;Urban Fantasy;Romance;Paranormal Romance;Romance;Paranormal;Vampires;Fantasy,February 10th 2011,324,Gollancz,
23493,23493,1377,723,When You Dare,Lori Foster,Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,26 Apr 2011,448,HarperCollins Publishers,English,When You Dare,Lori Foster,Romance;Romantic Suspense;Contemporary;Romance;Contemporary Romance;Suspense;Adult,April 26th 2011,448,HQN,English
23537,23537,2237,724,Frederica,Georgette Heyer:Clifford Norgate,Historical Romance:Historical Romance:Historical Fiction,18 Nov 2014,None,BRILLIANCE AUDIO,English,Frederica,Georgette Heyer,Romance;Historical;Historical Fiction;Romance;Historical Romance;Historical;Historical;Regency;Fiction,August 27th 1992,384,Arrow,English
23597,23597,3455,728,Crashed,K. Bromberg,Contemporary Fiction:Erotic Fiction:Romance:Romance Books:Adult & Contemporary Romance:Adult & Contemporary Romance,22 Sep 2016,456,Diversion Books,English,Crashed,K. Bromberg,Romance;Romance;Contemporary Romance;Adult Fiction;Erotica;Sports and Games;Sports,March 3rd 2014,350,JKB Publishing,
23619,23619,1581,729,Just Like Heaven : Number 1 in series,Julia Quinn,Historical Romance:Historical Romance:Historical Fiction,01 Jun 2011,384,Little Brown Book Group,English,Just Like Heaven,Julia Quinn,Romance;Historical Romance;Romance;Historical;Historical;Historical Fiction;Historical;Regency;Historical Romance;Regency Romance,May 31st 2011,374,Avon Harper Collins,English
23916,23916,1044,737,Kiss of Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,16 Feb 2009,432,Bantam Doubleday Dell Publishing Group Inc,English,Midnight Rising,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,March 25th 2008,356,Dell,English
23924,23924,1215,737,Darker After Midnight,Lara Adrian,Fantasy:Fantasy Books:Romance:Romance Books,16 Jan 2012,416,Little Brown Book Group,English,Midnight Rising,Lara Adrian,Romance;Paranormal Romance;Fantasy;Paranormal;Paranormal;Vampires;Romance,March 25th 2008,356,Dell,English
